r_angstrom,gamma23_mean,gamma23_sem
2.210000000000000142e+01,-7.112940200469704166e+01,4.235154143776130309e-01
2.220000000000000284e+01,-7.120453133624046416e+01,4.238313922483132878e-01
2.230000000000000071e+01,-7.133029444612473924e+01,4.238509689764905497e-01
2.240000000000000213e+01,-7.150753346270711575e+01,4.266977407894412821e-01
2.250000000000000000e+01,-7.169159914305350867e+01,4.256425405634634562e-01
2.260000000000000142e+01,-7.190621491001709842e+01,4.273460211359431105e-01
2.270000000000000284e+01,-7.201817276508653265e+01,4.287106791172387021e-01
2.280000000000000071e+01,-7.212271723137193646e+01,4.314197050361150976e-01
2.290000000000000213e+01,-7.226641639305523768e+01,4.323404466109533884e-01
2.300000000000000000e+01,-7.231039387496346649e+01,4.314067248098729102e-01
2.310000000000000142e+01,-7.241808754950244520e+01,4.291910199402454995e-01
2.320000000000000284e+01,-7.260255249535580901e+01,4.275580451188043529e-01
2.330000000000000071e+01,-7.283812342066634926e+01,4.275420099535824914e-01
2.340000000000000213e+01,-7.291814249666271053e+01,4.261464050798033920e-01
2.350000000000000000e+01,-7.303735614344390115e+01,4.269192268002980351e-01
2.360000000000000142e+01,-7.315420431215389385e+01,4.275385353759354468e-01
2.370000000000000284e+01,-7.318907979968926725e+01,4.260854304547607163e-01
2.380000000000000071e+01,-7.319273144758808769e+01,4.262108400393158636e-01
2.390000000000000213e+01,-7.335670095644550770e+01,4.279993858073209423e-01
2.400000000000000000e+01,-7.350539551530175686e+01,4.278156463919433050e-01
2.410000000000000142e+01,-7.362448666585650869e+01,4.284628038570071906e-01
2.420000000000000284e+01,-7.374833863083674146e+01,4.263640329508532889e-01
2.430000000000000071e+01,-7.385407683645685495e+01,4.253781900544613137e-01
2.440000000000000213e+01,-7.402092246580139090e+01,4.275134827734987097e-01
2.450000000000000000e+01,-7.418077725789947863e+01,4.255324961602003908e-01
2.460000000000000142e+01,-7.441110504555243210e+01,4.224353015190879246e-01
2.470000000000000284e+01,-7.467108512181000890e+01,4.206477378570148695e-01
2.480000000000000071e+01,-7.476874598362745417e+01,4.183687514737932656e-01
2.490000000000000213e+01,-7.505765633426388206e+01,4.190272426818692497e-01
2.500000000000000000e+01,-7.519212132563357898e+01,4.168897783692734338e-01
2.510000000000000142e+01,-7.535289901720638284e+01,4.166080886028336039e-01
2.520000000000000284e+01,-7.550638544063237134e+01,4.185294771685374449e-01
2.530000000000000071e+01,-7.563533790188870398e+01,4.144467420282384462e-01
2.540000000000000213e+01,-7.583609872655985384e+01,4.152964796942648640e-01
2.550000000000000000e+01,-7.603974811887566432e+01,4.140415277408170946e-01
2.560000000000000142e+01,-7.619455190347599682e+01,4.137335639585767999e-01
2.570000000000000284e+01,-7.635081879937843041e+01,4.140203264919871118e-01
2.580000000000000071e+01,-7.640846232400063798e+01,4.130000433000037274e-01
2.590000000000000213e+01,-7.655180870211805200e+01,4.122159710065417260e-01
2.600000000000000000e+01,-7.676242585353006120e+01,4.145555292371183587e-01
2.610000000000000142e+01,-7.679032045055529920e+01,4.136127472770248503e-01
2.620000000000000284e+01,-7.696544093050614777e+01,4.180544050225470376e-01
2.630000000000000071e+01,-7.711225128782821514e+01,4.172927346517479319e-01
2.640000000000000213e+01,-7.728108387438233251e+01,4.133227315496760257e-01
2.650000000000000000e+01,-7.733393926680082586e+01,4.142667960789063741e-01
2.660000000000000142e+01,-7.742181081083779759e+01,4.127704186571733436e-01
2.670000000000000284e+01,-7.754379390628908197e+01,4.106432643967921625e-01
2.680000000000000071e+01,-7.771985927176520192e+01,4.140738094603106378e-01
2.690000000000000213e+01,-7.796703699912157504e+01,4.184522639740687611e-01
2.700000000000000000e+01,-7.815100451451746721e+01,4.139889482932455622e-01
2.710000000000000142e+01,-7.833971777393163904e+01,4.146317093070067683e-01
2.720000000000000284e+01,-7.846172785870361110e+01,4.181427137937415162e-01
2.730000000000000071e+01,-7.854581413090039632e+01,4.169458412436167771e-01
2.740000000000000213e+01,-7.877959265596186356e+01,4.167913280541837295e-01
2.750000000000000000e+01,-7.896676378586309397e+01,4.170701830499463636e-01
2.760000000000000142e+01,-7.905197591514078681e+01,4.178782694138707954e-01
2.770000000000000284e+01,-7.922879118910438478e+01,4.177593661208551801e-01
2.780000000000000071e+01,-7.933473436024355863e+01,4.196360248432823847e-01
2.790000000000000213e+01,-7.948131588221360744e+01,4.236312480307451445e-01
2.800000000000000000e+01,-7.962748807408216578e+01,4.268019876565798398e-01
2.810000000000000142e+01,-7.977269168528644627e+01,4.298929792601003386e-01
2.820000000000000284e+01,-7.993504380016069888e+01,4.343119013254658212e-01
2.830000000000000071e+01,-8.003174404845843526e+01,4.362472263775921677e-01
2.840000000000000213e+01,-8.015581778539096547e+01,4.389231623385149161e-01
2.850000000000000000e+01,-8.037021753333480945e+01,4.396952239576947807e-01
2.860000000000000142e+01,-8.042683892806063284e+01,4.396070029892818476e-01
2.870000000000000284e+01,-8.055813145192584557e+01,4.417179120380789192e-01
